comment,rating,toxicity
"The food at this restaurant was mediocre at best.",5,0
"This company is a scam, do not do business with them.",1,1
"I'm extremely satisfied with the performance of this product.",10,0
"The customer support team was rude and unhelpful.",2,1
"The user interface of this app is outdated and clunky.",4,0
"The product arrived on time and in perfect condition.",9,0
"I'm appalled by the lack of professionalism from this company.",2,1
"The content on this website is informative and well-researched.",9,0
"The service at this restaurant was slow and the food was cold.",3,1
"I received excellent customer service from this company.",10,0
"The software crashed multiple times while I was using it.",3,1
"The website layout is confusing and hard to navigate.",4,0
"I'm disappointed with the lack of updates for this product.",3,0
"The staff at this hotel were rude and unhelpful.",2,1
"The product arrived damaged and the company refused to issue a refund.",1,1
"The customer service at this store was excellent.",9,0
"The food at this restaurant was delicious and well-prepared.",8,0
"The user interface of this app is intuitive and easy to use.",9,0
"The movie was boring and poorly made.",2,1
"The delivery was delayed and the product arrived damaged.",1,1
"The customer support team was incredibly helpful and responsive.",10,0
"The website is slow and frequently crashes.",2,1
"I'm very pleased with the quality of this item.",9,0
"The service at this restaurant was terrible, I won't be returning.",2,1
"The software is filled with bugs and glitches.",3,1
"I'm impressed by the professionalism of this company.",10,0
"The content on this website is engaging and informative.",9,0
"The food at this restaurant was overpriced and mediocre.",4,0
"I'm disgusted by the poor customer service I received.",2,1
"The user interface of this app is sleek and modern.",8,0
"The product arrived on time and in perfect condition.",9,0
"The customer support team was rude and unhelpful.",2,1
"The website navigation is confusing and difficult to use.",4,0
"The level of professionalism from this company is unparalleled.",10,0
"I encountered multiple bugs while using this software, very frustrating.",3,1
"The atmosphere at this restaurant is cozy and inviting.",8,0
"I'm disgusted by the poor quality of this item, it's not worth the price.",2,1
"I'm very impressed with the prompt response from customer support.",9,0
"This website is full of misinformation and fake news.",1,1
"The product is exactly as described, I'm very happy with my purchase.",9,0
"I'm extremely dissatisfied with the service I received from this company.",2,1
"I'm thrilled with the results I've seen from using this product.",10,0
"The shipping took forever and the product arrived damaged.",2,1
"The design of this website is modern and user-friendly.",8,0
"I regret purchasing this item, it's of poor quality.",2,1
"The customer service at this store was exceptional, they went above and beyond.",10,0
"I encountered a problem with my order and the company refused to help.",2,1
"The food at this restaurant was mediocre at best.",5,0
"This company is a scam, do not do business with them.",1,1
"I'm extremely satisfied with the performance of this product.",10,0
"The customer support team was rude and unhelpful.",2,1
"The user interface of this app is outdated and clunky.",4,0
"The product arrived on time and in perfect condition.",9,0
"I'm appalled by the lack of professionalism from this company.",2,1
"The content on this website is informative and well-researched.",9,0
"The service at this restaurant was slow and the food was cold.",3,1
"I received excellent customer service from this company.",10,0
"The software crashed multiple times while I was using it.",3,1
"The website layout is confusing and hard to navigate.",4,0
"I'm disappointed with the lack of updates for this product.",3,0
"The staff at this hotel were rude and unhelpful.",2,1
"The product arrived damaged and the company refused to issue a refund.",1,1
"The customer service at this store was excellent.",9,0
"The food at this restaurant was delicious and well-prepared.",8,0
"The user interface of this app is intuitive and easy to use.",9,0
"The movie was boring and poorly made.",2,1
"The delivery was delayed and the product arrived damaged.",1,1
"The customer support team was incredibly helpful and responsive.",10,0
"The website is slow and frequently crashes.",2,1
"I'm very pleased with the quality of this item.",9,0
"The service at this restaurant was terrible, I won't be returning.",2,1
"The software is filled with bugs and glitches.",3,1
"I'm impressed by the professionalism of this company.",10,0
"The content on this website is engaging and informative.",9,0
"The food at this restaurant was overpriced and mediocre.",4,0
"I'm disgusted by the poor customer service I received.",2,1
"The user interface of this app is sleek and modern.",8,0
"The product arrived on time and in perfect condition.",9,0
"The customer support team was rude and unhelpful.",2,1
"The website navigation is confusing and difficult to use.",4,0
"The level of professionalism from this company is unparalleled.",10,0
"I encountered multiple bugs while using this software, very frustrating.",3,1
"The atmosphere at this restaurant is cozy and inviting.",8,0
"I'm disgusted by the poor quality of this item, it's not worth the price.",2,1
"I'm very impressed with the prompt response from customer support.",9,0
"This website is full of misinformation and fake news.",1,1
"The product is exactly as described, I'm very happy with my purchase.",9,0
"I'm extremely dissatisfied with the service I received from this company.",2,1
"I'm thrilled with the results I've seen from using this product.",10,0
"The shipping took forever and the product arrived damaged.",2,1
"The design of this website is modern and user-friendly.",8,0
"I regret purchasing this item, it's of poor quality.",2,1
"The customer service at this store was exceptional, they went above and beyond.",10,0
"I encountered a problem with my order and the company refused to help.",2,1
"The food at this restaurant was mediocre at best.",5,0
"This company is a scam, do not do business with them.",1,1
"I'm extremely satisfied with the performance of this product.",10,0
"The customer support team was rude and unhelpful.",2,1
"The user interface of this app is outdated and clunky.",4,0
"The product arrived on time and in perfect condition.",9,0
"I'm appalled by the lack of professionalism from this company.",2,1
